App,Model,Embedding,Classifier,Accuracy,Precision,Recall,F1_0,F1_1
claroline,DS_content_modelsize100epoch31,Content only,Ensemble,0.998030388294879,1.0,0.997638326585695,0.9941027801179444,0.9988177672690424
claroline,DS_content_modelsize100epoch31,Content only,Neural Network,0.9977490151941476,1.0,0.9973009446693656,0.9932659932659932,0.9986486486486488
claroline,DS_tags_modelsize100epoch31,Tags only,Dummy,0.7318514350028137,0.8328368090036412,0.8488529014844804,0.151380231522707,0.8407685881370092
claroline,DS_tags_modelsize100epoch31,Tags only,Threshold,0.627956447857008,1.0,0.627956447857008,0.7714659058399634,0.7714659058399634
claroline,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.9425998874507596,0.9640215198386012,0.9672739541160594,0.8256410256410257,0.9656449983159312
claroline,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.9532920652785594,0.9857638888888888,0.9578272604588394,0.8686708860759492,0.9715947980835044
claroline,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.9290939786156444,0.9496021220159152,0.9662618083670717,0.776595744680851,0.9578595317725752
claroline,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.937816544738323,0.998183799491464,0.9271255060728744,0.8411214953271029,0.961343361903096
claroline,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.929375351716376,0.9499170812603648,0.9662618083670717,0.7776793622674933,0.9580197357417628
claroline,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.9454136184580754,0.9736662106703148,0.9605263157894736,0.840983606557377,0.9670516304347826
claroline,DS_tags_modelsize100epoch31,Tags only,Neural Network,0.94625773776027,0.956836902800659,0.979757085020243,0.8277727682596933,0.9681613602267044
claroline,DS_content_tags_modelsize100epoch31,Content and tags,Dummy,0.7388857625211029,0.8379814077025233,0.8515519568151148,0.1802120141342756,0.8447121820615796
claroline,DS_content_tags_modelsize100epoch31,Content and tags,Threshold,0.5300648247215054,1.0,0.5300648247215054,0.6928658396130178,0.6928658396130178
claroline,DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.9983117613956106,0.9986513823331086,0.9993252361673416,0.99490662139219,0.9989881956155144
claroline,DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.9983117613956106,0.99932478055368,0.9986504723346828,0.9949238578680204,0.9989875126560918
claroline,DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.9969048958919527,0.9973054900639946,0.998987854251012,0.9906382978723404,0.9981459632563626
claroline,DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.9983117613956106,0.9986513823331086,0.9993252361673416,0.99490662139219,0.9989881956155144
claroline,DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.9969048958919527,0.9973054900639946,0.998987854251012,0.9906382978723404,0.9981459632563626
claroline,DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.998030388294879,0.9986509274873524,0.998987854251012,0.9940627650551314,0.998819362455726
claroline,DS_content_tags_modelsize100epoch31,Content and tags,Neural Network,0.9983117613956106,0.9996621621621622,0.9983130904183536,0.9949324324324323,0.99898717083052
dimeshift,DS_content_modelsize100epoch31,Content only,Dummy,0.8589853826311264,0.923005132991134,0.9238673517048108,0.108695652173913,0.9234360410831
dimeshift,DS_content_modelsize100epoch31,Content only,Threshold,0.4982648423168153,1.0,0.4982648423168153,0.6651225180540609,0.6651225180540609
dimeshift,DS_content_modelsize100epoch31,Content only,Nearest Neighbors,0.9320722269991402,0.9448183041722744,0.9836524988323212,0.4397163120567376,0.9638443935926772
dimeshift,DS_content_modelsize100epoch31,Content only,SVM RBF,0.9204643164230438,0.9204643164230438,1.0,0.0,0.9585851802104322
dimeshift,DS_content_modelsize100epoch31,Content only,Decision Tree,0.8946689595872743,0.9429906542056076,0.942550210182158,0.3396226415094339,0.9427703807521608
dimeshift,DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.9204643164230438,0.9204643164230438,1.0,0.0,0.9585851802104322
dimeshift,DS_content_modelsize100epoch31,Content only,Random Forest,0.8946689595872743,0.9425770308123248,0.9430172816440916,0.3360433604336043,0.942797104833061
dimeshift,DS_content_modelsize100epoch31,Content only,Ensemble,0.9312123817712812,0.9412026726057906,0.9869219990658572,0.3984962406015038,0.9635202918376654
dimeshift,DS_content_modelsize100epoch31,Content only,Neural Network,0.9204643164230438,0.9204643164230438,1.0,0.0,0.9585851802104322
dimeshift,DS_tags_modelsize100epoch31,Tags only,Dummy,0.8619948409286329,0.924044734389562,0.9262027090144792,0.1205479452054794,0.9251224632610218
dimeshift,DS_tags_modelsize100epoch31,Tags only,Threshold,0.5591180491452742,1.0,0.5591180491452742,0.7172234962603234,0.7172234962603234
dimeshift,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.9200343938091144,0.9498389323515876,0.964035497431107,0.4497041420118343,0.956884561891516
dimeshift,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.9204643164230438,0.9204643164230438,1.0,0.0,0.9585851802104322
dimeshift,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.910146173688736,0.952247191011236,0.9500233535730966,0.4426666666666666,0.9511339724105682
dimeshift,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.8916595012897678,0.9881136950904392,0.8930406352171882,0.5625,0.9381746810598626
dimeshift,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.910146173688736,0.951824134705332,0.9504904250350305,0.4396782841823056,0.9511568123393316
dimeshift,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.9161650902837488,0.9521375464684017,0.9570294255021018,0.456824512534819,0.954577218728162
dimeshift,DS_tags_modelsize100epoch31,Tags only,Neural Network,0.9294926913155632,0.9341238471673254,0.9934609995329284,0.2991452991452992,0.9628791308284292
dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,Dummy,0.8619948409286329,0.9212962962962964,0.929472209248015,0.0854700854700854,0.9253661939083936
dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,Threshold,0.5048315670168141,1.0,0.5048315670168141,0.6709476038140199,0.6709476038140199
dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.9419604471195184,0.946969696969697,0.9925268566090611,0.4943820224719101,0.9692132269099202
dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.9204643164230438,0.9204643164230438,1.0,0.0,0.9585851802104322
dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.9024075666380053,0.9451162790697676,0.9490892106492294,0.371191135734072,0.9470985784199488
dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.9204643164230438,0.9204643164230438,1.0,0.0,0.9585851802104322
dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.9028374892519346,0.9451417945141796,0.949556282111163,0.3722222222222222,0.9473438956197576
dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.942390369733448,0.9454061251664448,0.9948622139187296,0.4806201550387596,0.9695038689121528
dimeshift,DS_content_tags_modelsize100epoch31,Content and tags,Neural Network,0.9204643164230438,0.9204643164230438,1.0,0.0,0.9585851802104322
mantisbt,DS_content_modelsize100epoch31,Content only,Dummy,0.8141280353200883,0.904572564612326,0.8882381649585164,0.1023454157782515,0.8963309529672495
mantisbt,DS_content_modelsize100epoch31,Content only,Threshold,0.5005938103998323,1.0,0.5005938103998323,0.6671942892613283,0.6671942892613283
mantisbt,DS_content_modelsize100epoch31,Content only,Nearest Neighbors,0.9293598233995584,0.9609565641776476,0.9609565641776476,0.6296296296296297,0.9609565641776476
mantisbt,DS_content_modelsize100epoch31,Content only,SVM RBF,0.9403973509933776,0.9818731117824774,0.9516837481698388,0.7272727272727272,0.966542750929368
mantisbt,DS_content_modelsize100epoch31,Content only,Decision Tree,0.919205298013245,0.9537937743190662,0.9570522205954124,0.5694117647058825,0.9554202192448236
mantisbt,DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.908167770419426,0.9946265448683504,0.903367496339678,0.6645161290322581,0.9468030690537084
mantisbt,DS_content_modelsize100epoch31,Content only,Random Forest,0.919205298013245,0.9537937743190662,0.9570522205954124,0.5694117647058825,0.9554202192448236
mantisbt,DS_content_modelsize100epoch31,Content only,Ensemble,0.9280353200883004,0.970558882235529,0.949243533430942,0.6582809224318659,0.9597828768813226
mantisbt,DS_content_modelsize100epoch31,Content only,Neural Network,0.9386313465783664,0.977022977022977,0.9546120058565154,0.7098121085594989,0.9656874845717108
mantisbt,DS_tags_modelsize100epoch31,Tags only,Dummy,0.8185430463576159,0.9054455445544556,0.892630551488531,0.1084598698481561,0.8989923814204964
mantisbt,DS_tags_modelsize100epoch31,Tags only,Threshold,0.5672402952751322,1.0,0.5672402952751322,0.7238715045615286,0.7238715045615286
mantisbt,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.9554083885209712,0.9714424007744432,0.9795021961932652,0.7566265060240964,0.9754556500607534
mantisbt,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.952317880794702,0.9659145463274124,0.981942410932162,0.7286432160804021,0.9738625363020328
mantisbt,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.939514348785872,0.9654333008763388,0.9677891654465594,0.6791569086651053,0.9666097977089934
mantisbt,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.8454746136865342,0.9941826643397323,0.8340653977550024,0.5406824146981627,0.907112526539278
mantisbt,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.9403973509933776,0.9650145772594751,0.9692532942898976,0.6808510638297872,0.9671292914536156
mantisbt,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.946578366445916,0.9725490196078432,0.9682772083943388,0.72562358276644,0.9704084128148692
mantisbt,DS_tags_modelsize100epoch31,Tags only,Neural Network,0.904635761589404,0.904635761589404,1.0,0.0,0.9499304589707928
mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Dummy,0.8189845474613686,0.9062964799206744,0.8921425085407516,0.1163793103448275,0.8991637973438269
mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Threshold,0.5071606548215076,1.0,0.5071606548215076,0.6730014523655018,0.6730014523655018
mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.9306843267108168,0.9596695821185616,0.963884821864324,0.6288416075650117,0.9617725833942052
mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.904635761589404,0.904635761589404,1.0,0.0,0.9499304589707928
mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.9121412803532007,0.9477250726040658,0.9555880917520742,0.5204819277108433,0.951640340218712
mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.8997792494481236,0.9983588621444202,0.8906783796974134,0.6523736600306279,0.941449574413206
mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.9125827814569536,0.9473175447075882,0.956564177647633,0.5194174757281552,0.9519184069936864
mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.9134657836644592,0.9478008699855004,0.9570522205954124,0.5242718446601942,0.9524040796503156
mantisbt,DS_content_tags_modelsize100epoch31,Content and tags,Neural Network,0.904635761589404,0.904635761589404,1.0,0.0,0.9499304589707928
mrbs,DS_content_modelsize100epoch31,Content only,Dummy,0.5262693156732892,0.6281786941580756,0.632088520055325,0.3413136893799877,0.6301275422268183
mrbs,DS_content_modelsize100epoch31,Content only,Threshold,0.430419393149058,1.0,0.430419393149058,0.6018086656410506,0.6018086656410506
mrbs,DS_content_modelsize100epoch31,Content only,Nearest Neighbors,0.9236203090507726,0.9240506329113924,0.9591977869986168,0.890713834491472,0.9412962334577536
mrbs,DS_content_modelsize100epoch31,Content only,SVM RBF,0.9333333333333332,0.9331103678929766,0.9647302904564315,0.9049716803020768,0.948656919415165
mrbs,DS_content_modelsize100epoch31,Content only,Decision Tree,0.8997792494481236,0.9194769442532692,0.9239280774550483,0.8608215818516247,0.9216971369437736
mrbs,DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.871523178807947,0.9840737636211232,0.8118948824343015,0.8461131676361714,0.8897309586964759
mrbs,DS_content_modelsize100epoch31,Content only,Random Forest,0.9002207505518763,0.9195323246217332,0.9246196403872752,0.8613496932515338,0.9220689655172416
mrbs,DS_content_modelsize100epoch31,Content only,Ensemble,0.9200883002207504,0.9389312977099236,0.9356846473029046,0.8898356664637858,0.9373051610668514
mrbs,DS_content_modelsize100epoch31,Content only,Neural Network,0.9311258278145697,0.9346361185983828,0.9591977869986168,0.9025,0.9467576791808874
mrbs,DS_tags_modelsize100epoch31,Tags only,Dummy,0.5280353200883002,0.6304498269896194,0.6300138312586445,0.3477730323367907,0.6302317537184365
mrbs,DS_tags_modelsize100epoch31,Tags only,Threshold,0.5373867685070908,1.0,0.5373867685070908,0.6990911844895487,0.6990911844895487
mrbs,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.6384105960264901,0.7131203263086335,0.7254495159059474,0.4922504649721016,0.7192320877613987
mrbs,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.649448123620309,0.9527777777777776,0.4744121715076071,0.6641285956006768,0.6334256694367498
mrbs,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.6578366445916115,0.7520661157024794,0.6922544951590595,0.5579007415858529,0.7209218581202737
mrbs,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.6503311258278146,0.9752906976744186,0.4640387275242047,0.6694490818030051,0.6288659793814433
mrbs,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.6569536423841059,0.7390993566833453,0.715076071922545,0.5388724035608309,0.7268892794376098
mrbs,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.6556291390728477,0.7831632653061225,0.6369294605809128,0.5911949685534591,0.7025171624713958
mrbs,DS_tags_modelsize100epoch31,Tags only,Neural Network,0.6437086092715232,0.6463582226294091,0.9757952973720608,0.1043285238623751,0.7776246899972445
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,Dummy,0.528476821192053,0.630524861878453,0.6313969571230982,0.3471882640586797,0.630960608154803
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,Threshold,0.4394895559229677,1.0,0.4394895559229677,0.6106186100685906,0.6106186100685906
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.9858719646799116,0.9862448418156808,0.991701244813278,0.9803680981595092,0.9889655172413792
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.9885209713024282,0.9849726775956285,0.9972337482710928,0.9839506172839506,0.99106529209622
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.9788079470198676,0.981404958677686,0.9854771784232366,0.9705882352941176,0.9834368530020704
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.7580573951434879,0.9869848156182212,0.6293222683264177,0.7465309898242368,0.768581081081081
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.9788079470198676,0.981404958677686,0.9854771784232366,0.9705882352941176,0.9834368530020704
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.9858719646799116,0.9862448418156808,0.991701244813278,0.9803680981595092,0.9889655172413792
mrbs,DS_content_tags_modelsize100epoch31,Content and tags,Neural Network,0.9867549668874172,0.9896265560165975,0.9896265560165975,0.9816849816849816,0.9896265560165975
pagekit,DS_content_modelsize100epoch31,Content only,Dummy,0.5159301130524152,0.5855777584708949,0.591747146619842,0.4119850187265917,0.588646288209607
pagekit,DS_content_modelsize100epoch31,Content only,Threshold,0.4332597935551719,1.0,0.4332597935551719,0.6045795682030259,0.6045795682030259
pagekit,DS_content_modelsize100epoch31,Content only,Nearest Neighbors,0.6659815005138746,0.7192825112107624,0.704126426690079,0.6031746031746033,0.7116237799467613
pagekit,DS_content_modelsize100epoch31,Content only,SVM RBF,0.6813977389516958,0.7212276214833759,0.742756804214223,0.6075949367088608,0.731833910034602
pagekit,DS_content_modelsize100epoch31,Content only,Decision Tree,0.6572456320657759,0.7037996545768567,0.7155399473222125,0.5818181818181819,0.7096212451023074
pagekit,DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.6670092497430626,0.993963782696177,0.4337137840210711,0.7127659574468085,0.6039119804400979
pagekit,DS_content_modelsize100epoch31,Content only,Random Forest,0.658273381294964,0.7050173010380623,0.7155399473222125,0.5835942391984973,0.7102396514161221
pagekit,DS_content_modelsize100epoch31,Content only,Ensemble,0.6747173689619733,0.7480392156862745,0.6698858647936786,0.634737449509521,0.7068087077350623
pagekit,DS_content_modelsize100epoch31,Content only,Neural Network,0.6819116135662898,0.7199661590524534,0.7471466198419666,0.6059834500318269,0.7333046100818613
pagekit,DS_tags_modelsize100epoch31,Tags only,Dummy,0.5092497430626927,0.5791738382099828,0.5908691834942933,0.3997485857950974,0.5849630595393308
pagekit,DS_tags_modelsize100epoch31,Tags only,Threshold,0.5310638881585715,1.0,0.5310638881585715,0.693718782430808,0.693718782430808
pagekit,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.6068859198355602,0.6587436332767402,0.6812993854258121,0.5142857142857142,0.669831678895123
pagekit,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.6634121274409044,0.7068376068376069,0.7260755048287972,0.5862286797220467,0.7163274144651364
pagekit,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.590955806783145,0.6495204882301656,0.6540825285338016,0.5043586550435866,0.6517935258092737
pagekit,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.566289825282631,0.8954423592493298,0.2932396839332748,0.6453781512605041,0.4417989417989418
pagekit,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.5899280575539568,0.6478751084128361,0.655838454784899,0.5012500000000001,0.6518324607329843
pagekit,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.6022610483042138,0.6736441484300666,0.6215978928884986,0.5452408930669801,0.6465753424657534
pagekit,DS_tags_modelsize100epoch31,Tags only,Neural Network,0.6654676258992805,0.730188679245283,0.6795434591747147,0.6154754873006497,0.703956343792633
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,Dummy,0.5092497430626927,0.577834179357022,0.5996488147497805,0.3921069382558879,0.5885394226626454
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,Threshold,0.4380608360672603,1.0,0.4380608360672603,0.6092382534597743,0.6092382534597743
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.6778006166495375,0.7281639928698752,0.7172958735733099,0.615573267933783,0.7226890756302521
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.6860226104830421,0.7578125,0.6812993854258121,0.6466165413533835,0.7175219602404068
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.6618705035971223,0.7111501316944688,0.7111501316944688,0.5923172242874845,0.7111501316944687
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.6628982528263104,0.9229422066549912,0.4626865671641791,0.6993583868010999,0.6163742690058479
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.6623843782117164,0.7114035087719298,0.7120280948200176,0.5926844389336641,0.711715664765248
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.6870503597122302,0.7548076923076923,0.6892010535557507,0.6444833625218914,0.7205139972464434
pagekit,DS_content_tags_modelsize100epoch31,Content and tags,Neural Network,0.6860226104830421,0.7608695652173914,0.6760316066725197,0.6490522688110282,0.7159460715946072
petclinic,DS_content_modelsize100epoch31,Content only,Dummy,0.7506799637352675,0.8637339055793991,0.844700944386149,0.1433021806853582,0.8541114058355437
petclinic,DS_content_modelsize100epoch31,Content only,Threshold,0.5063062017752509,1.0,0.5063062017752509,0.6722487116876315,0.6722487116876315
petclinic,DS_content_modelsize100epoch31,Content only,Nearest Neighbors,0.913417951042611,0.9520295202952028,0.9475341028331584,0.6863711001642037,0.949776492242966
petclinic,DS_content_modelsize100epoch31,Content only,SVM RBF,0.9261106074342702,0.961355214399153,0.9527806925498428,0.7358184764991896,0.9570487483530964
petclinic,DS_content_modelsize100epoch31,Content only,Decision Tree,0.899365367180417,0.947872340425532,0.9349422875131164,0.645367412140575,0.9413629160063391
petclinic,DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.9111514052583862,0.927927927927928,0.9727177334732424,0.6141732283464567,0.9497950819672132
petclinic,DS_content_modelsize100epoch31,Content only,Random Forest,0.899365367180417,0.947872340425532,0.9349422875131164,0.645367412140575,0.9413629160063391
petclinic,DS_content_modelsize100epoch31,Content only,Ensemble,0.9174977334542158,0.9536842105263158,0.950682056663169,0.6996699669966996,0.952180767209669
petclinic,DS_content_modelsize100epoch31,Content only,Neural Network,0.9242973708068905,0.9531005732152162,0.959601259181532,0.7155025553662692,0.956339869281046
petclinic,DS_tags_modelsize100epoch31,Tags only,Dummy,0.7452402538531279,0.8585912486659552,0.8441762854144806,0.110759493670886,0.8513227513227513
petclinic,DS_tags_modelsize100epoch31,Tags only,Threshold,0.5969020131113303,1.0,0.5969020131113303,0.7475750023614209,0.7475750023614209
petclinic,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.8649138712601995,0.9285714285714286,0.91395592864638,0.526984126984127,0.9212057112638816
petclinic,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.8644605621033545,0.9969078540507113,0.8457502623294858,0.6636670416197974,0.9151291512915128
petclinic,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.8649138712601995,0.9258474576271186,0.9171038824763904,0.5177993527508091,0.9214549288350028
petclinic,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.8631006346328196,0.9944512946979038,0.8462749213011542,0.6583710407239819,0.9143990929705216
petclinic,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.8644605621033545,0.9253573319216516,0.9171038824763904,0.5153970826580226,0.9212121212121211
petclinic,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.8649138712601995,0.9491620111731844,0.891395592864638,0.5837988826815642,0.9193722943722944
petclinic,DS_tags_modelsize100epoch31,Tags only,Neural Network,0.8689936536718041,0.9622641509433962,0.8830010493179433,0.6182298546895642,0.9209302325581395
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,Dummy,0.7579329102447869,0.867237687366167,0.8499475341028332,0.1630094043887147,0.8585055643879174
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,Threshold,0.5056448337877821,1.0,0.5056448337877821,0.6716654850343701,0.6716654850343701
