App,Model,Embedding,Classifier,Accuracy,Precision,Recall,F1_0,F1_1
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.8785131459655485,0.9384368308351178,0.9197271773347324,0.5799373040752351,0.9289878113407524
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.8640072529465095,0.972909305064782,0.8667366211962224,0.6287128712871287,0.9167591564927856
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.8748866727107888,0.9335106382978724,0.9207764952780692,0.5591054313099042,0.9270998415213946
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.8649138712601995,0.9685314685314684,0.8719832109129066,0.6227848101265823,0.917725013804528
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.8748866727107888,0.9335106382978724,0.9207764952780692,0.5591054313099042,0.9270998415213946
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.8730734360834089,0.9471947194719472,0.9034627492130116,0.5930232558139534,0.924812030075188
petclinic,DS_content_tags_modelsize100epoch31,Content and tags,Neural Network,0.870806890299184,0.9290629962943356,0.9207764952780692,0.5380875202593193,0.9249011857707512
phoenix,DS_content_modelsize100epoch31,Content only,Dummy,0.50917225950783,0.5806697108066972,0.5828877005347594,0.4060638873849486,0.5817765916889059
phoenix,DS_content_modelsize100epoch31,Content only,Threshold,0.4129434190338928,1.0,0.4129434190338928,0.5845151525122569,0.5845151525122569
phoenix,DS_content_modelsize100epoch31,Content only,Nearest Neighbors,0.9798657718120806,1.0,0.9656226126814362,0.9762783342119136,0.982510687912942
phoenix,DS_content_modelsize100epoch31,Content only,SVM RBF,0.9798657718120806,1.0,0.9656226126814362,0.9762783342119136,0.982510687912942
phoenix,DS_content_modelsize100epoch31,Content only,Decision Tree,0.9682326621923938,0.9805900621118012,0.9648586707410236,0.9620928990923652,0.9726607624181748
phoenix,DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.9794183445190155,0.999209486166008,0.9656226126814362,0.9757383966244728,0.982128982128982
phoenix,DS_content_modelsize100epoch31,Content only,Random Forest,0.9682326621923938,0.9805900621118012,0.9648586707410236,0.9620928990923652,0.9726607624181748
phoenix,DS_content_modelsize100epoch31,Content only,Ensemble,0.9798657718120806,1.0,0.9656226126814362,0.9762783342119136,0.982510687912942
phoenix,DS_content_modelsize100epoch31,Content only,Neural Network,0.9798657718120806,1.0,0.9656226126814362,0.9762783342119136,0.982510687912942
phoenix,DS_tags_modelsize100epoch31,Tags only,Dummy,0.5131991051454139,0.5861262665627436,0.5744843391902216,0.4206602768903088,0.5802469135802469
phoenix,DS_tags_modelsize100epoch31,Tags only,Threshold,0.5400297549862848,1.0,0.5400297549862848,0.7013237935666954,0.7013237935666954
phoenix,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.7610738255033557,0.775408670931059,0.8334606569900688,0.6955530216647662,0.8033873343151694
phoenix,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.7946308724832215,0.7931034482758621,0.878533231474408,0.7317358270017533,0.8336353751359188
phoenix,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.7024608501118568,0.7458015267175573,0.7463712757830405,0.6407347379794706,0.7460862924780451
phoenix,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.7127516778523489,0.855923159018143,0.612681436210848,0.7113309352517986,0.7141585040071239
phoenix,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.7024608501118568,0.7458015267175573,0.7463712757830405,0.6407347379794706,0.7460862924780451
phoenix,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.7539149888143176,0.7877179681576952,0.7937356760886173,0.7014115092290988,0.7907153729071538
phoenix,DS_tags_modelsize100epoch31,Tags only,Neural Network,0.7776286353467562,0.8316993464052288,0.7776928953399541,0.743417656169334,0.8037899723647849
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,Dummy,0.5176733780760626,0.5863874345549738,0.5989304812834224,0.4089912280701754,0.5925925925925924
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,Threshold,0.4381189269608071,1.0,0.4381189269608071,0.6092944314232603,0.6092944314232603
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,Nearest Neighbors,0.7959731543624161,0.7895451459606245,0.8884644766997708,0.7298578199052134,0.8360891445003594
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,SVM RBF,0.829082774049217,0.7909604519774012,0.962566844919786,0.7563775510204082,0.8683666436940041
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,Decision Tree,0.7588366890380314,0.7894736842105263,0.8021390374331551,0.7056253413435281,0.7957559681697612
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,Gaussian Naive Bayes,0.6666666666666666,0.8507462686567164,0.5225362872421696,0.683920237590157,0.6474207288215806
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,Random Forest,0.760178970917226,0.7899474868717179,0.8044308632543926,0.7067833698030633,0.7971233913701741
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,Ensemble,0.7767337807606264,0.7947598253275109,0.8342245989304813,0.7207610520425294,0.8140141632500931
phoenix,DS_content_tags_modelsize100epoch31,Content and tags,Neural Network,0.7870246085011185,0.824124513618677,0.8090145148968678,0.746268656716418,0.8164996144949883
ppma,DS_content_modelsize100epoch31,Content only,Dummy,0.7929969104016478,0.8739977090492554,0.8934426229508197,0.0651162790697674,0.8836132020845396
ppma,DS_content_modelsize100epoch31,Content only,Threshold,0.453713728886964,1.0,0.453713728886964,0.6242133094998696,0.6242133094998696
ppma,DS_content_modelsize100epoch31,Content only,Nearest Neighbors,0.8650875386199794,0.8916576381365113,0.9637002341920374,0.206060606060606,0.9262802476083288
ppma,DS_content_modelsize100epoch31,Content only,SVM RBF,0.8795056642636457,0.8795056642636457,1.0,0.0,0.935890410958904
ppma,DS_content_modelsize100epoch31,Content only,Decision Tree,0.850669412976313,0.9051428571428572,0.927400468384075,0.3192488262910798,0.9161364950838636
ppma,DS_content_modelsize100epoch31,Content only,Gaussian Naive Bayes,0.7497425334706488,0.9935379644588044,0.7201405152224825,0.4818763326226013,0.835030549898167
ppma,DS_content_modelsize100epoch31,Content only,Random Forest,0.850669412976313,0.9051428571428572,0.927400468384075,0.3192488262910798,0.9161364950838636
ppma,DS_content_modelsize100epoch31,Content only,Ensemble,0.8527291452111225,0.9053591790193842,0.9297423887587822,0.3222748815165877,0.9173887926054304
ppma,DS_content_modelsize100epoch31,Content only,Neural Network,0.8795056642636457,0.8795056642636457,1.0,0.0,0.935890410958904
ppma,DS_tags_modelsize100epoch31,Tags only,Dummy,0.7929969104016478,0.8748564867967853,0.892271662763466,0.0737327188940092,0.8834782608695653
ppma,DS_tags_modelsize100epoch31,Tags only,Threshold,0.5537245560848852,1.0,0.5537245560848852,0.7127705537205057,0.7127705537205057
ppma,DS_tags_modelsize100epoch31,Tags only,Nearest Neighbors,0.86302780638517,0.8948521358159912,0.9566744730679156,0.24,0.9247311827956988
ppma,DS_tags_modelsize100epoch31,Tags only,SVM RBF,0.8795056642636457,0.8795056642636457,1.0,0.0,0.935890410958904
ppma,DS_tags_modelsize100epoch31,Tags only,Decision Tree,0.8414006179196705,0.9088785046728972,0.911007025761124,0.3362068965517241,0.9099415204678364
ppma,DS_tags_modelsize100epoch31,Tags only,Gaussian Naive Bayes,0.756951596292482,0.9920382165605096,0.7295081967213115,0.4869565217391304,0.8407557354925776
ppma,DS_tags_modelsize100epoch31,Tags only,Random Forest,0.8403707518022657,0.9078179696616102,0.911007025761124,0.329004329004329,0.9094097019286966
ppma,DS_tags_modelsize100epoch31,Tags only,Ensemble,0.84346035015448,0.9071925754060324,0.9156908665105388,0.3274336283185841,0.9114219114219114
addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.6016696481812761,0.7286307053941908,0.7202625102543068,0.2817204301075269,0.7244224422442244
addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.0097606556638821,1.0,0.0097606556638821,0.0193326123554792,0.0193326123554792
addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.8998211091234347,0.9089494163424124,0.9581624282198524,0.8023529411764706,0.9329073482428116
addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.8700059630292188,0.8962787015043547,0.9286300246103364,0.75,0.9121676067687348
addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.9039952295766248,0.93218954248366,0.9360131255127152,0.823271130625686,0.9340974212034384
addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.8700059630292188,0.8962787015043547,0.9286300246103364,0.75,0.9121676067687348
addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.9039952295766248,0.93218954248366,0.9360131255127152,0.823271130625686,0.9340974212034384
addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.9063804412641622,0.9154929577464788,0.95980311730927,0.8168028004667445,0.9371245494593512
addressbook,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Neural Network,0.8700059630292188,0.8864864864864865,0.9417555373256769,0.7404761904761904,0.913285600636436
addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Dummy,0.6159809183064997,0.7417998317914214,0.7235438884331419,0.3192389006342495,0.7325581395348837
addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Threshold,0.061040686285547,1.0,0.061040686285547,0.1150581444699091,0.1150581444699091
addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Nearest Neighbors,0.7817531305903399,0.8209179834462002,0.8949958982772764,0.5459057071960297,0.8563579277864993
addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,SVM RBF,0.7268932617769827,0.7268932617769827,1.0,0.0,0.8418508287292816
addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Decision Tree,0.7394156231365534,0.8173701298701299,0.8260869565217391,0.5160575858250277,0.8217054263565893
addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Gaussian Naive Bayes,0.7203339296362552,0.7537212449255751,0.9138638228055784,0.2861491628614916,0.8261030774935113
addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Random Forest,0.7394156231365534,0.8173701298701299,0.8260869565217391,0.5160575858250277,0.8217054263565893
addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Ensemble,0.7793679189028027,0.8025659301496793,0.9237079573420836,0.4945355191256831,0.858886346300534
addressbook,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Neural Network,0.7268932617769827,0.7268932617769827,1.0,0.0,0.8418508287292816
claroline,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.734946539110861,0.8323471400394478,0.854251012145749,0.1451905626134301,0.8431568431568431
claroline,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.03733400465731,1.0,0.03733400465731,0.0719806821904842,0.0719806821904842
claroline,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.9997186268992684,1.0,0.9996626180836709,0.9991532599491956,0.9998312805803948
claroline,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.9997186268992684,1.0,0.9996626180836709,0.9991532599491956,0.9998312805803948
claroline,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.9997186268992684,1.0,0.9996626180836709,0.9991532599491956,0.9998312805803948
claroline,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.9997186268992684,1.0,0.9996626180836709,0.9991532599491956,0.9998312805803948
claroline,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.9997186268992684,1.0,0.9996626180836709,0.9991532599491956,0.9998312805803948
claroline,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.9997186268992684,1.0,0.9996626180836709,0.9991532599491956,0.9998312805803948
claroline,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Neural Network,0.9997186268992684,1.0,0.9996626180836709,0.9991532599491956,0.9998312805803948
claroline,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Dummy,0.7324141812042769,0.8333885392514078,0.8488529014844804,0.1546666666666666,0.8410496406485042
claroline,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Threshold,0.0767449178677072,1.0,0.0767449178677072,0.1425498585490168,0.1425498585490168
claroline,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Nearest Neighbors,0.9994372537985368,0.9996626180836709,0.9996626180836709,0.9983050847457628,0.9996626180836709
claroline,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,SVM RBF,0.998030388294879,0.9996620479891856,0.9979757085020244,0.9940928270042196,0.9988181664696943
claroline,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Decision Tree,0.9994372537985368,0.9996626180836709,0.9996626180836709,0.9983050847457628,0.9996626180836709
claroline,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Gaussian Naive Bayes,0.9991558806978053,0.9996625042186972,0.9993252361673416,0.9974597798475868,0.9994938417411844
claroline,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Random Forest,0.9994372537985368,0.9996626180836709,0.9996626180836709,0.9983050847457628,0.9996626180836709
claroline,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Ensemble,0.9994372537985368,0.9996626180836709,0.9996626180836709,0.9983050847457628,0.9996626180836709
claroline,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Neural Network,0.9969048958919527,0.9996615905245348,0.9966261808367072,0.990748528174937,0.9981415779692516
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.8387790197764402,0.9180871212121212,0.9056515646893974,0.0601503759398496,0.9118269456853983
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.0346564154096023,1.0,0.0346564154096023,0.0669911574382545,0.0669911574382545
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.9957007738607052,0.99859616284511,0.9967304997664642,0.9732620320855616,0.9976624590930342
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.9720550300945828,0.9971264367816092,0.9724427837459132,0.8463356973995273,0.9846299361551194
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.9974204643164232,0.9995320542817032,0.9976646426903316,0.983957219251337,0.9985974754558206
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.9419604471195184,0.9980139026812314,0.9388136384866884,0.7283702213279679,0.967509025270758
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.9974204643164232,0.9995320542817032,0.9976646426903316,0.983957219251337,0.9985974754558206
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.9969905417024936,0.999064546304958,0.9976646426903316,0.9812332439678284,0.9983641037625614
dimeshift,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Neural Network,0.9737747205503008,0.994296577946768,0.97711349836525,0.8501228501228502,0.9856301531213192
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Dummy,0.8559759243336199,0.9207828518173344,0.9229332087809436,0.0821917808219178,0.9218567763004432
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Threshold,0.0102590467733077,1.0,0.0102590467733077,0.0203097350250401,0.0203097350250401
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Nearest Neighbors,0.998280309544282,0.9986000933271116,0.9995329285380664,0.9891304347826088,0.9990662931839402
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,SVM RBF,0.9724849527085124,0.9722601182355616,0.998598785614199,0.7948717948717949,0.9852534562211982
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Decision Tree,1.0,1.0,1.0,1.0,1.0
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Gaussian Naive Bayes,0.9204643164230438,0.9204643164230438,1.0,0.0,0.9585851802104322
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Random Forest,1.0,1.0,1.0,1.0,1.0
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Ensemble,0.9987102321582116,0.9986007462686568,1.0,0.9918256130790192,0.9992998833138856
dimeshift,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Neural Network,0.969475494411006,0.9730347349177332,0.994395142456796,0.7801857585139318,0.9835989835989836
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.8300220750551877,0.9074436826640548,0.9043435822352368,0.123006833712984,0.90589098020044
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.033649255990499,1.0,0.033649255990499,0.0651076867621879,0.0651076867621879
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.9973509933774836,1.0,0.9970717423133236,0.9863013698630138,0.998533724340176
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.9456953642384106,0.9670223084384092,0.9731576378721328,0.7064439140811456,0.9700802724397956
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.9973509933774836,1.0,0.9970717423133236,0.9863013698630138,0.998533724340176
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.9077262693156732,1.0,0.8979990239141045,0.673946957878315,0.9462586783234764
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.9973509933774836,1.0,0.9970717423133236,0.9863013698630138,0.998533724340176
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.9973509933774836,1.0,0.9970717423133236,0.9863013698630138,0.998533724340176
mantisbt,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Neural Network,0.9527593818984548,0.9672762271414822,0.9809663250366032,0.7344913151364766,0.9740731766416284
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Dummy,0.8242825607064017,0.9044585987261148,0.9009272816007808,0.0954545454545454,0.9026894865525672
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Threshold,0.070989451132897,1.0,0.070989451132897,0.1325679745170303,0.1325679745170303
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Nearest Neighbors,0.9885209713024282,0.9931740614334472,0.9941434846266471,0.9395348837209302,0.9936585365853658
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,SVM RBF,0.9333333333333332,0.981237322515213,0.944363103953148,0.7033398821218075,0.9624471524496394
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Decision Tree,0.9885209713024282,0.9931740614334472,0.9941434846266471,0.9395348837209302,0.9936585365853658
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Gaussian Naive Bayes,0.917439293598234,0.980888429752066,0.9267935578330894,0.6568807339449542,0.9530740276035132
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Random Forest,0.9880794701986756,0.9926900584795322,0.9941434846266471,0.9370629370629372,0.9934162399414777
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Ensemble,0.9889624724061812,0.99317738791423,0.9946315275744264,0.9417249417249416,0.9939039258717386
mantisbt,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Neural Network,0.9456953642384106,0.9815,0.9580283064909711,0.7442827442827442,0.9696221289207212
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.5448123620309051,0.6437976437976438,0.6424619640387276,0.3717245581962217,0.6431291104188301
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.0315068812146333,1.0,0.0315068812146333,0.0610890373848654,0.0610890373848654
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.9991169977924944,0.9986187845303868,1.0,0.9987775061124694,0.9993089149965444
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.6507726269315673,0.9443690637720488,0.4813278008298755,0.6629740093736685,0.6376546037562987
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.9991169977924944,0.9986187845303868,1.0,0.9987775061124694,0.9993089149965444
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.6512141280353201,0.946866485013624,0.4806362378976487,0.6638297872340425,0.6376146788990826
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.9991169977924944,0.9986187845303868,1.0,0.9987775061124694,0.9993089149965444
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.9991169977924944,0.9986187845303868,1.0,0.9987775061124694,0.9993089149965444
mrbs,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Neural Network,0.7602649006622516,0.8557919621749409,0.7510373443983402,0.7008264462809918,0.7999999999999999
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Dummy,0.5386313465783664,0.6342933690555927,0.6549100968188105,0.3431803896920176,0.6444368832936374
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Threshold,0.070989451132897,1.0,0.070989451132897,0.1325679745170303,0.1325679745170303
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Nearest Neighbors,0.9403973509933776,0.9632508833922262,0.9426002766251728,0.9191132414619532,0.952813701502971
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,SVM RBF,0.7867549668874172,0.7694459988808058,0.9508990318118948,0.6276021588280647,0.8506031549644293
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Decision Tree,0.9386313465783664,0.9644633972992182,0.938450899031812,0.91711389385808,0.951279355064844
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Gaussian Naive Bayes,0.6476821192052981,0.7852112676056338,0.6168741355463347,0.5903490759753595,0.6909372579395817
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Random Forest,0.9355408388520972,0.9571026722925458,0.9412171507607192,0.9121540312876052,0.9490934449093446
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Ensemble,0.943046357615894,0.9720430107526882,0.9377593360995852,0.9236234458259324,0.9545934530095038
mrbs,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Neural Network,0.9236203090507726,0.9454163750874738,0.9343015214384508,0.8954682779456193,0.9398260869565218
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.5082219938335046,0.5771186440677966,0.597892888498683,0.3916083916083916,0.5873221216041397
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.0296978772533464,1.0,0.0296978772533464,0.0576827007404611,0.0576827007404611
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.7533401849948612,0.7734439834024897,0.8182616330114135,0.689922480620155,0.7952218430034129
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.6449126413155191,0.6359223300970874,0.920105355575066,0.3746606334841629,0.7520631503408685
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.8011305241521068,0.8686274509803922,0.7778753292361721,0.7766878245816503,0.8207503473830479
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.6084275436793423,0.7252090800477897,0.5329236172080772,0.6022964509394572,0.6143724696356275
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.8016443987667009,0.8673170731707317,0.7805092186128183,0.7766203703703702,0.8216266173752311
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.8011305241521068,0.8553875236294896,0.7945566286215979,0.7716814159292035,0.8238507055075103
pagekit,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Neural Network,0.6187050359712231,0.6420901932712957,0.7875329236172081,0.4528023598820058,0.7074132492113565
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Dummy,0.5082219938335046,0.5769881556683587,0.5987708516242318,0.3908338637810312,0.5876777251184834
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Threshold,0.0673746299196396,1.0,0.0673746299196396,0.126243641231593,0.126243641231593
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Nearest Neighbors,0.921377183967112,0.9417562724014336,0.922739244951712,0.9065363469761758,0.9321507760532152
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,SVM RBF,0.6649537512846866,0.6450268016676594,0.9508340649692713,0.3929236499068901,0.7686302342086586
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Decision Tree,0.9280575539568344,0.9424269264836138,0.9341527655838456,0.913793103448276,0.9382716049382716
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Gaussian Naive Bayes,0.6012332990750257,0.6405886909372579,0.7260755048287972,0.4692202462380301,0.6806584362139918
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Random Forest,0.9265159301130524,0.9391534391534392,0.9350307287093942,0.9116738727609636,0.9370875494940606
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Ensemble,0.9326824254881808,0.936741767764298,0.9490781387181738,0.9180737961225768,0.9428696031399912
pagekit,DS_VISUAL_PDiff_modelsize100epoch31,VISUAL_PDiff,Neural Network,0.6937307297019527,0.6697936210131332,0.9402985074626866,0.4835355285961871,0.7823228634039445
petclinic,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Dummy,0.7461468721668177,0.8602783725910065,0.8431269674711438,0.122257053291536,0.8516163222045575
petclinic,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Threshold,0.0344143412426756,1.0,0.0344143412426756,0.0665387937319828,0.0665387937319828
petclinic,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Nearest Neighbors,0.9111514052583862,0.9808773903262092,0.9150052465897168,0.7307692307692307,0.9467969598262758
petclinic,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,SVM RBF,0.8499546690843155,0.9607957870099474,0.8614900314795383,0.5846925972396487,0.9084370677731674
petclinic,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Decision Tree,0.9111514052583862,1.0,0.8971668415529905,0.7537688442211055,0.9457964601769911
petclinic,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Gaussian Naive Bayes,0.8504079782411604,0.981074481074481,0.8431269674711438,0.6198156682027649,0.9068848758465012
petclinic,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Random Forest,0.9111514052583862,1.0,0.8971668415529905,0.7537688442211055,0.9457964601769911
petclinic,DS_DOM_RTED_modelsize100epoch31,DOM_RTED,Ensemble,0.9111514052583862,1.0,0.8971668415529905,0.7537688442211055,0.9457964601769911
